id,food,calorie,protein,lipid,carbohydrate,fiber,sugar_content,salt
1405,するめいか　耳・足　生　,80,16.9,0.9,0,0,0,0.6
1406,ほたるいか　生　,84,11.8,3.5,0.2,0,0.2,0.7
1407,ほたるいか　ゆで　,104,17.7,2.9,0.4,0,0.4,0.6
1408,ほたるいか　くん製　,325,43.1,7.5,21.3,0,21.3,3.8
1409,ほたるいか　つくだ煮　,260,27,6.7,22.9,0,22.9,3
1410,やりいか　生　,85,17.6,1,0.4,0,0.4,0.4
1411,加工品　するめ　,334,69.2,4.3,0.4,0,0.4,2.3
1412,加工品　さきいか　,279,45.5,3.1,17.3,0,17.3,6.9
1413,加工品　くん製　,206,35.2,1.5,12.8,0,12.8,6.1
1414,加工品　切りいかあめ煮　,318,22.7,4.7,46.1,0,46.1,2.8
1415,加工品　いかあられ　,293,20,1.8,49.1,0,49.1,1.8
1416,加工品　塩辛　,117,15.2,3.4,6.5,0,6.5,6.9
1417,加工品　味付け缶詰　,133,21.4,1.8,7.7,0,7.7,1.8
1418,いいだこ　生　,70,14.6,0.8,0.1,0,0.1,0.6
1419,まだこ　生　,76,16.4,0.7,0.1,0,0.1,0.7
1420,まだこ　ゆで　,99,21.7,0.7,0.1,0,0.1,0.6
1421,あみ　つくだ煮　,233,19.1,1.8,35.1,0,35.1,6.9
1422,あみ　塩辛　,65,12.9,1.1,0.8,0,0.8,19.8
1423,うに　生うに　,120,16,4.8,3.3,0,3.3,0.6
1424,うに　粒うに　,183,17.2,5.8,15.6,0,15.6,8.4
1425,うに　練りうに　,170,13.5,2.9,22.4,0,22.4,7.1
1426,おきあみ　生　,94,15,3.2,0.2,0,0.2,1.1
1427,おきあみ　ゆで　,86,13.8,3,0,0,0,1.6
1428,くらげ　塩蔵　塩抜き　,22,5.2,0.1,0,0,0,0.3
1429,しゃこ　ゆで　,98,19.2,1.7,0.2,0,0.2,0.8
1430,なまこ　生　,23,4.6,0.3,0.5,0,0.5,1.7
1431,なまこ　このわた　,64,11.4,1.8,0.5,0,0.5,4.6
1432,ほや　生　,30,5,0.8,0.8,0,0.8,3.3
1433,ほや　塩辛　,72,11.6,1.1,3.8,0,3.8,3.6
1434,かに風味かまぼこ　,90,12.1,0.5,9.2,0,9.2,2.2
1435,昆布巻きかまぼこ　,84,8.9,0.5,11,0,11,2.4
1436,す巻きかまぼこ　,90,12,0.8,8.7,0,8.7,2.2
1437,蒸しかまぼこ　,95,12,0.9,9.7,0,9.7,2.5
1438,焼き抜きかまぼこ　,103,16.2,1,7.4,0,7.4,2.4
1439,焼き竹輪　,121,12.2,2,13.5,0,13.5,2.1
1440,だて巻　,196,14.6,7.5,17.6,0,17.6,0.9
1441,つみれ　,113,12,4.3,6.5,0,6.5,1.4
1442,なると　,80,7.6,0.4,11.6,0,11.6,2
1443,はんぺん　,94,9.9,1,11.4,0,11.4,1.5
1444,さつま揚げ　,139,12.5,3.7,13.9,0,13.9,1.9
1445,魚肉ハム　,158,13.4,6.7,11.1,0,11.1,2.3
1446,魚肉ソーセージ　,161,11.5,7.2,12.6,0,12.6,2.1
1447,いのしし　肉　脂身つき　生　,268,18.8,19.8,0.5,0,0.5,0.1
1448,いのぶた　肉　脂身つき　生　,304,18.1,24.1,0.3,0,0.3,0.1
1449,うさぎ　肉　赤肉　生　,146,20.5,6.3,0,0,0,0.1
1450,うし［和牛肉］かた　脂身つき　生　,286,17.7,22.3,0.3,0,0.3,0.1
1451,うし［和牛肉］かた　皮下脂肪なし　生　,265,18.3,19.8,0.3,0,0.3,0.1
1452,うし［和牛肉］かた　赤肉　生　,201,20.2,12.2,0.3,0,0.3,0.1
1453,うし［和牛肉］かた　脂身　生　,751,4,78,0,0,0,0
1454,うし［和牛肉］かたロース　脂身つき　生　,411,13.8,37.4,0.2,0,0.2,0.1
1455,うし［和牛肉］かたロース　皮下脂肪なし　生　,403,14,36.5,0.2,0,0.2,0.1
1456,うし［和牛肉］かたロース　赤肉　生　,316,16.5,26.1,0.2,0,0.2,0.1
1457,うし［和牛肉］リブロース　脂身つき　生　,573,9.7,56.5,0.1,0,0.1,0.1
1458,うし［和牛肉］リブロース　脂身つき　焼き　,597,14.6,56.8,0.2,0,0.2,0.1
1459,うし［和牛肉］リブロース　脂身つき　ゆで　,601,12.6,58.2,0.1,0,0.1,0.1
1460,うし［和牛肉］リブロース　皮下脂肪なし　生　,556,10.3,54.4,0.1,0,0.1,0.1
1461,うし［和牛肉］リブロース　赤肉　生　,436,14,40,0.2,0,0.2,0.1
1462,うし［和牛肉］リブロース　脂身　生　,752,4.2,78,0,0,0,0.1
1463,うし［和牛肉］サーロイン　脂身つき　生　,498,11.7,47.5,0.3,0,0.3,0.1
1464,うし［和牛肉］サーロイン　皮下脂肪なし　生　,456,12.9,42.5,0.3,0,0.3,0.1
1465,うし［和牛肉］サーロイン　赤肉　生　,317,17.1,25.8,0.4,0,0.4,0.1
1466,うし［和牛肉］ばら　脂身つき　生　,517,11,50,0.1,0,0.1,0.1
1467,うし［和牛肉］もも　脂身つき　生　,259,19.2,18.7,0.5,0,0.5,0.1
1468,うし［和牛肉］もも　皮下脂肪なし　生　,233,20.2,15.5,0.6,0,0.6,0.1
1469,うし［和牛肉］もも　皮下脂肪なし　焼き　,333,27.7,22.7,0.5,0,0.5,0.1
1470,うし［和牛肉］もも　皮下脂肪なし　ゆで　,328,25.7,23.3,0.2,0,0.2,0.1
1471,うし［和牛肉］もも　赤肉　生　,193,21.3,10.7,0.6,0,0.6,0.1
1472,うし［和牛肉］もも　脂身　生　,728,4.4,75.4,0,0,0,0.1
1473,うし［和牛肉］そともも　脂身つき　生　,265,17.8,20,0.5,0,0.5,0.1
1474,うし［和牛肉］そともも　皮下脂肪なし　生　,237,18.7,16.6,0.5,0,0.5,0.1
1475,うし［和牛肉］そともも　赤肉　生　,172,20.7,8.7,0.6,0,0.6,0.1
1476,うし［和牛肉］ランプ　脂身つき　生　,347,15.1,29.9,0.4,0,0.4,0.1
1477,うし［和牛肉］ランプ　皮下脂肪なし　生　,318,16,26.4,0.4,0,0.4,0.1
1478,うし［和牛肉］ランプ　赤肉　生　,211,19.2,13.6,0.5,0,0.5,0.1
1479,うし［和牛肉］ヒレ　赤肉　生　,223,19.1,15,0.3,0,0.3,0.1
1480,うし［乳用肥育牛肉］かた　脂身つき　生　,257,16.8,19.6,0.4,0,0.4,0.1
1481,うし［乳用肥育牛肉］かた　皮下脂肪なし　生　,217,17.9,14.9,0.4,0,0.4,0.1
1482,うし［乳用肥育牛肉］かた　赤肉　生　,143,19.9,6.1,0.5,0,0.5,0.2
1483,うし［乳用肥育牛肉］かた　脂身　生　,709,4.5,73.3,0,0,0,0.1
1484,うし［乳用肥育牛肉］かたロース　脂身つき　生　,318,16.2,26.4,0.2,0,0.2,0.1
1485,うし［乳用肥育牛肉］かたロース　皮下脂肪なし　生　,308,16.5,25.2,0.2,0,0.2,0.1
1486,うし［乳用肥育牛肉］かたロース　赤肉　生　,212,19.1,13.9,0.2,0,0.2,0.1
1487,うし［乳用肥育牛肉］リブロース　脂身つき　生　,409,14.1,37.1,0.2,0,0.2,0.1
1488,うし［乳用肥育牛肉］リブロース　脂身つき　焼き　,511,20.4,45,0.3,0,0.3,0.1
1489,うし［乳用肥育牛肉］リブロース　脂身つき　ゆで　,478,17.2,43,0.3,0,0.3,0.1
1490,うし［乳用肥育牛肉］リブロース　皮下脂肪なし　生　,378,15,33.4,0.2,0,0.2,0.1
1491,うし［乳用肥育牛肉］リブロース　赤肉　生　,248,18.8,17.8,0.3,0,0.3,0.1
1492,うし［乳用肥育牛肉］リブロース　脂身　生　,773,3.7,80.5,0,0,0,0
1493,うし［乳用肥育牛肉］サーロイン　脂身つき　生　,334,16.5,27.9,0.4,0,0.4,0.1
1494,うし［乳用肥育牛肉］サーロイン　皮下脂肪なし　生　,270,18.4,20.2,0.5,0,0.5,0.1
1495,うし［乳用肥育牛肉］サーロイン　赤肉　生　,177,21.1,9.1,0.6,0,0.6,0.2
1496,うし［乳用肥育牛肉］ばら　脂身つき　生　,426,12.8,39.4,0.3,0,0.3,0.1
1497,うし［乳用肥育牛肉］ばら　脂身つき　焼き　,484,15.9,44.2,0.3,0,0.3,0.2
1498,うし［乳用肥育牛肉］もも　脂身つき　生　,209,19.5,13.3,0.4,0,0.4,0.1
1499,うし［乳用肥育牛肉］もも　皮下脂肪なし　生　,181,20.5,9.9,0.4,0,0.4,0.1
1500,うし［乳用肥育牛肉］もも　皮下脂肪なし　焼き　,245,28,13.2,0.6,0,0.6,0.2
1501,うし［乳用肥育牛肉］もも　皮下脂肪なし　ゆで　,252,28.4,13.8,0.6,0,0.6,0.1
1502,うし［乳用肥育牛肉］もも　赤肉　生　,140,21.9,4.9,0.4,0,0.4,0.1
1503,うし［乳用肥育牛肉］もも　脂身　生　,626,5.1,64.1,0.2,0,0.2,0.1
1504,うし［乳用肥育牛肉］そともも　脂身つき　生　,233,18.2,16.3,0.6,0,0.6,0.1
1505,うし［乳用肥育牛肉］そともも　皮下脂肪なし　生　,190,19.6,11.1,0.6,0,0.6,0.1
1506,うし［乳用肥育牛肉］そともも　赤肉　生　,140,21.3,5,0.7,0,0.7,0.2
1507,うし［乳用肥育牛肉］ランプ　脂身つき　生　,248,18.6,17.8,0.6,0,0.6,0.1
1508,うし［乳用肥育牛肉］ランプ　皮下脂肪なし　生　,216,19.7,13.9,0.6,0,0.6,0.1
1509,うし［乳用肥育牛肉］ランプ　赤肉　生　,153,22,6.1,0.7,0,0.7,0.2
1510,うし［乳用肥育牛肉］ヒレ　赤肉　生　,195,20.8,11.2,0.5,0,0.5,0.1
1511,うし［乳用肥育牛肉］ヒレ　赤肉　焼き　,259,27.2,15.2,0.4,0,0.4,0.2
1512,うし［交雑牛肉］リブロース　脂身つき　生　,539,12,51.8,0.3,0,0.3,0.1
1513,うし［交雑牛肉］リブロース　脂身つき　焼き　,627,14.5,60.1,0.2,0,0.2,0.1
1514,うし［交雑牛肉］リブロース　脂身つき　ゆで　,588,13.2,56.5,0.1,0,0.1,0
1515,うし［交雑牛肉］リブロース　皮下脂肪なし　生　,484,13.6,45.2,0.3,0,0.3,0.1
1516,うし［交雑牛肉］リブロース　赤肉　生　,376,16.7,32.3,0.4,0,0.4,0.1
1517,うし［交雑牛肉］リブロース　脂身　生　,831,3.6,86.7,0,0,0,0
1518,うし［交雑牛肉］ばら　脂身つき　生　,470,12.2,44.4,0.3,0,0.3,0.2
1519,うし［交雑牛肉］もも　脂身つき　生　,343,16.4,28.9,0.4,0,0.4,0.2
1520,うし［交雑牛肉］もも　皮下脂肪なし　生　,282,18.3,21.6,0.4,0,0.4,0.2
1521,うし［交雑牛肉］もも　皮下脂肪なし　焼き　,367,25,27.6,0.5,0,0.5,0.2
1522,うし［交雑牛肉］もも　皮下脂肪なし　ゆで　,375,25.7,28.2,0.2,0,0.2,0.1
1523,うし［交雑牛肉］もも　赤肉　生　,248,19.3,17.5,0.5,0,0.5,0.2
1524,うし［交雑牛肉］もも　脂身　生　,734,4.8,75.8,0.1,0,0.1,0.1
1525,うし［交雑牛肉］ヒレ　赤肉　生　,251,19,18,0.4,0,0.4,0.1
1526,うし［輸入牛肉］かた　脂身つき　生　,180,19,10.6,0.1,0,0.1,0.1
1527,うし［輸入牛肉］かた　皮下脂肪なし　生　,157,19.6,7.8,0.1,0,0.1,0.1
1528,うし［輸入牛肉］かた　赤肉　生　,130,20.4,4.6,0.1,0,0.1,0.1
1529,うし［輸入牛肉］かた　脂身　生　,599,7.1,60.5,0,0,0,0.1
1530,うし［輸入牛肉］かたロース　脂身つき　生　,240,17.9,17.4,0.1,0,0.1,0.1
1531,うし［輸入牛肉］かたロース　皮下脂肪なし　生　,237,18,17.1,0.1,0,0.1,0.1
1532,うし［輸入牛肉］かたロース　赤肉　生　,173,19.7,9.5,0.1,0,0.1,0.1
1533,うし［輸入牛肉］リブロース　脂身つき　生　,231,20.1,15.4,0.4,0,0.4,0.1
1534,うし［輸入牛肉］リブロース　脂身つき　焼き　,332,25,23.9,0.3,0,0.3,0.1
1535,うし［輸入牛肉］リブロース　脂身つき　ゆで　,335,25.8,23.9,0.1,0,0.1,0
1536,うし［輸入牛肉］リブロース　皮下脂肪なし　生　,223,20.3,14.4,0.4,0,0.4,0.1
1537,うし［輸入牛肉］リブロース　赤肉　生　,179,21.7,9.1,0.4,0,0.4,0.1
1538,うし［輸入牛肉］リブロース　脂身　生　,712,5.7,73.1,0.1,0,0.1,0
1539,うし［輸入牛肉］サーロイン　脂身つき　生　,298,17.4,23.7,0.4,0,0.4,0.1
1540,うし［輸入牛肉］サーロイン　皮下脂肪なし　生　,238,19.1,16.5,0.4,0,0.4,0.1
1541,うし［輸入牛肉］サーロイン　赤肉　生　,136,22,4.4,0.5,0,0.5,0.1
1542,うし［輸入牛肉］ばら　脂身つき　生　,371,14.4,32.9,0.2,0,0.2,0.1
1543,うし［輸入牛肉］もも　脂身つき　生　,165,19.6,8.6,0.4,0,0.4,0.1
1544,うし［輸入牛肉］もも　皮下脂肪なし　生　,149,20,6.7,0.4,0,0.4,0.1
1545,うし［輸入牛肉］もも　皮下脂肪なし　焼き　,253,28,14.1,0.4,0,0.4,0.1
1546,うし［輸入牛肉］もも　皮下脂肪なし　ゆで　,231,30,11,0.2,0,0.2,0
1547,うし［輸入牛肉］もも　赤肉　生　,132,21.2,4.3,0.4,0,0.4,0.1
1548,うし［輸入牛肉］もも　脂身　生　,633,6.3,64.4,0.2,0,0.2,0
1549,うし［輸入牛肉］そともも　脂身つき　生　,215,18.7,14.3,0.3,0,0.3,0.1
1550,うし［輸入牛肉］そともも　皮下脂肪なし　生　,195,19.3,11.9,0.3,0,0.3,0.1
1551,うし［輸入牛肉］そともも　赤肉　生　,127,21.2,3.9,0.3,0,0.3,0.1
1552,うし［輸入牛肉］ランプ　脂身つき　生　,234,18.4,16.4,0.4,0,0.4,0.1
1553,うし［輸入牛肉］ランプ　皮下脂肪なし　生　,190,19.7,11.1,0.5,0,0.5,0.1
1554,うし［輸入牛肉］ランプ　赤肉　生　,121,21.6,3,0.5,0,0.5,0.1
1555,うし［輸入牛肉］ヒレ　赤肉　生　,133,20.5,4.8,0.3,0,0.3,0.1
1556,うし［子牛肉］リブロース　皮下脂肪なし　生　,101,21.7,0.9,0.3,0,0.3,0.2
1557,うし［子牛肉］ばら　皮下脂肪なし　生　,122,20.9,3.6,0,0,0,0.3
1558,うし［子牛肉］もも　皮下脂肪なし　生　,116,21.2,2.7,0.2,0,0.2,0.1
1559,うし［ひき肉］生　,272,17.1,21.1,0.3,0,0.3,0.2
1560,うし［ひき肉］焼き　,311,25.9,21.3,0.4,0,0.4,0.2
1561,うし［副生物］舌　生　,356,13.3,31.8,0.2,0,0.2,0.2
1562,うし［副生物］舌　焼き　,435,20.2,37.1,0.2,0,0.2,0.2
1563,うし［副生物］心臓　生　,142,16.5,7.6,0.1,0,0.1,0.2
1564,うし［副生物］肝臓　生　,132,19.6,3.7,3.7,0,3.7,0.1
1565,うし［副生物］じん臓　生　,131,16.7,6.4,0.2,0,0.2,0.2
1566,うし［副生物］第一胃　ゆで　,182,24.5,8.4,0,0,0,0.1
1567,うし［副生物］第二胃　ゆで　,200,12.4,15.7,0,0,0,0.1
1568,うし［副生物］第三胃　生　,62,11.7,1.3,0,0,0,0.1
1569,うし［副生物］第四胃　ゆで　,329,11.1,30,0,0,0,0.1
1570,うし［副生物］小腸　生　,287,9.9,26.1,0,0,0,0.2
1571,うし［副生物］大腸　生　,162,9.3,13,0,0,0,0.2
1572,うし［副生物］直腸　生　,115,11.6,7,0,0,0,0.2
1573,うし［副生物］腱　ゆで　,155,28.3,4.9,0,0,0,0.2
1574,うし［副生物］子宮　ゆで　,106,18.4,3,0,0,0,0.2
1575,うし［副生物］尾　生　,492,11.6,47.1,0,0,0,0.1
1576,うし［副生物］横隔膜　生　,301,14.9,25.2,0.3,0,0.3,0.1
1577,うし［加工品］ローストビーフ　,196,21.7,11.7,0.9,0,0.9,0.8
1578,うし［加工品］コンビーフ缶詰　,203,19.8,13,1.7,0,1.7,1.8
1579,うし［加工品］味付け缶詰　,156,19.2,4.4,9.9,0,9.9,1.8
1580,うし［加工品］ビーフジャーキー　,315,54.8,7.8,6.4,0,6.4,4.8
1581,うし［加工品］スモークタン　,283,18.1,23,0.9,0,0.9,1.6
1582,うま　肉　赤肉　生　,110,20.1,2.5,0.3,0,0.3,0.1
1583,くじら　肉　赤肉　生　,106,24.1,0.4,0.2,0,0.2,0.2
1584,くじら　うねす　生　,376,18.8,31.4,0.2,0,0.2,0.4
1585,くじら　本皮　生　,689,9.7,68.8,0.2,0,0.2,0.1
1586,くじら　さらしくじら　,31,5.3,0.9,0,0,0,0
1587,しか　あかしか　赤肉　生　,110,22.3,1.5,0.5,0,0.5,0.1
1588,しか　にほんじか　赤肉　生　,147,22.6,5.2,0.6,0,0.6,0.1
1589,ぶた［大型種肉］かた　脂身つき　生　,216,18.5,14.6,0.2,0,0.2,0.1
1590,ぶた［大型種肉］かた　皮下脂肪なし　生　,171,19.7,9.3,0.2,0,0.2,0.1
1591,ぶた［大型種肉］かた　赤肉　生　,125,20.9,3.8,0.2,0,0.2,0.1
1592,ぶた［大型種肉］かた　脂身　生　,704,5.3,72.4,0,0,0,0.1
1593,ぶた［大型種肉］かたロース　脂身つき　生　,253,17.1,19.2,0.1,0,0.1,0.1
1594,ぶた［大型種肉］かたロース　皮下脂肪なし　生　,226,17.8,16,0.1,0,0.1,0.1
1595,ぶた［大型種肉］かたロース　赤肉　生　,157,19.7,7.8,0.1,0,0.1,0.2
1596,ぶた［大型種肉］かたロース　脂身　生　,688,5.4,70.7,0,0,0,0.1
1597,ぶた［大型種肉］ロース　脂身つき　生　,263,19.3,19.2,0.2,0,0.2,0.1
1598,ぶた［大型種肉］ロース　脂身つき　焼き　,328,26.7,22.7,0.3,0,0.3,0.1
1599,ぶた［大型種肉］ロース　脂身つき　ゆで　,329,23.9,24.1,0.3,0,0.3,0.1
1600,ぶた［大型種肉］ロース　脂身つき　とんかつ　,450,22,35.9,9.8,0.7,9.1,0.3
1601,ぶた［大型種肉］ロース　皮下脂肪なし　生　,202,21.1,11.9,0.3,0,0.3,0.1
1602,ぶた［大型種肉］ロース　赤肉　生　,150,22.7,5.6,0.3,0,0.3,0.1
1603,ぶた［大型種肉］ロース　脂身　生　,740,5.1,76.3,0,0,0,0
1604,ぶた［大型種肉］ばら　脂身つき　生　,395,14.4,35.4,0.1,0,0.1,0.1
1605,ぶた［大型種肉］ばら　脂身つき　焼き　,496,19.6,43.9,0.1,0,0.1,0.1
1606,ぶた［大型種肉］もも　脂身つき　生　,183,20.5,10.2,0.2,0,0.2,0.1
1607,ぶた［大型種肉］もも　皮下脂肪なし　生　,148,21.5,6,0.2,0,0.2,0.1
1608,ぶた［大型種肉］もも　皮下脂肪なし　焼き　,200,30.2,7.6,0.3,0,0.3,0.1
1609,ぶた［大型種肉］もも　皮下脂肪なし　ゆで　,199,28.9,8.1,0.3,0,0.3,0.1
1610,ぶた［大型種肉］もも　赤肉　生　,128,22.1,3.6,0.2,0,0.2,0.1
1611,ぶた［大型種肉］もも　脂身　生　,664,6.5,67.6,0,0,0,0.1
1612,ぶた［大型種肉］そともも　脂身つき　生　,235,18.8,16.5,0.2,0,0.2,0.1
1613,ぶた［大型種肉］そともも　皮下脂肪なし　生　,187,20.2,10.7,0.2,0,0.2,0.1
1614,ぶた［大型種肉］そともも　赤肉　生　,143,21.4,5.5,0.2,0,0.2,0.1
1615,ぶた［大型種肉］そともも　脂身　生　,669,6.6,68.1,0,0,0,0.1
1616,ぶた［大型種肉］ヒレ　赤肉　生　,130,22.2,3.7,0.3,0,0.3,0.1
1617,ぶた［大型種肉］ヒレ　赤肉　焼き　,223,39.3,5.9,0.4,0,0.4,0.2
1618,ぶた［大型種肉］ヒレ　赤肉　とんかつ　,388,25.1,25.3,14.9,0.9,14,0.4
1619,ぶた［中型種肉］かた　脂身つき　生　,239,18.3,17.2,0,0,0,0.1
1620,ぶた［中型種肉］かた　皮下脂肪なし　生　,185,19.7,10.8,0,0,0,0.1
1621,ぶた［中型種肉］かた　赤肉　生　,123,21.4,3.5,0,0,0,0.2
1622,ぶた［中型種肉］かた　脂身　生　,733,4.9,75.7,0,0,0,0.1
1623,ぶた［中型種肉］かたロース　脂身つき　生　,256,17.7,19.3,0,0,0,0.1
1624,ぶた［中型種肉］かたロース　皮下脂肪なし　生　,226,18.5,15.7,0,0,0,0.1
1625,ぶた［中型種肉］かたロース　赤肉　生　,151,20.6,6.8,0,0,0,0.2
1626,ぶた［中型種肉］かたロース　脂身　生　,699,5.4,71.9,0,0,0,0.1
1627,ぶた［中型種肉］ロース　脂身つき　生　,291,18.3,22.6,0.2,0,0.2,0.1
1628,ぶた［中型種肉］ロース　皮下脂肪なし　生　,216,20.6,13.6,0.2,0,0.2,0.1
1629,ぶた［中型種肉］ロース　赤肉　生　,141,22.9,4.6,0.2,0,0.2,0.1
1630,ぶた［中型種肉］ロース　脂身　生　,754,4.1,78.3,0,0,0,0
1631,ぶた［中型種肉］ばら　脂身つき　生　,434,13.4,40.1,0,0,0,0.1
1632,ぶた［中型種肉］もも　脂身つき　生　,225,19.5,15.1,0.2,0,0.2,0.1
1633,ぶた［中型種肉］もも　皮下脂肪なし　生　,164,21.3,7.8,0.2,0,0.2,0.1
1634,ぶた［中型種肉］もも　赤肉　生　,143,21.9,5.3,0.2,0,0.2,0.1
1635,ぶた［中型種肉］もも　脂身　生　,716,5.2,73.8,0,0,0,0
1636,ぶた［中型種肉］そともも　脂身つき　生　,268,18,20.3,0.2,0,0.2,0.1
1637,ぶた［中型種肉］そともも　皮下脂肪なし　生　,169,21,8.5,0.2,0,0.2,0.1
1638,ぶた［中型種肉］そともも　赤肉　生　,138,21.9,4.8,0.2,0,0.2,0.1
1639,ぶた［中型種肉］そともも　脂身　生　,703,4.9,72.5,0,0,0,0.1
1640,ぶた［中型種肉］ヒレ　赤肉　生　,112,22.7,1.7,0.1,0,0.1,0.1
1641,ぶた［ひき肉］生　,236,17.7,17.2,0.1,0,0.1,0.1
1642,ぶた［ひき肉］焼き　,311,25.7,21.5,0.1,0,0.1,0.2
1643,ぶた［副生物］舌　生　,221,15.9,16.3,0.1,0,0.1,0.2
1644,ぶた［副生物］心臓　生　,135,16.2,7,0.1,0,0.1,0.2
1645,ぶた［副生物］肝臓　生　,128,20.4,3.4,2.5,0,2.5,0.1
1646,ぶた［副生物］じん臓　生　,114,14.1,5.8,0,0,0,0.4
1647,ぶた［副生物］胃　ゆで　,121,17.4,5.1,0,0,0,0.3
1648,ぶた［副生物］小腸　ゆで　,171,14,11.9,0,0,0,0
1649,ぶた［副生物］大腸　ゆで　,179,11.7,13.8,0,0,0,0.1
1650,ぶた［副生物］子宮　生　,70,14.6,0.9,0,0,0,0.3
1651,ぶた［副生物］豚足　ゆで　,230,20.1,16.8,0,0,0,0.3
1652,ぶた［副生物］軟骨　ゆで　,231,17.8,17.9,0,0,0,0.3
1653,ぶた［ハム類］骨付きハム　,219,16.7,16.6,0.8,0,0.8,2.5
1654,ぶた［ハム類］ボンレスハム　,118,18.7,4,1.8,0,1.8,2.8
1655,ぶた［ハム類］ロースハム　,196,16.5,13.9,1.3,0,1.3,2.5
1656,ぶた［ハム類］ショルダーハム　,231,16.1,18.2,0.6,0,0.6,1.6
1657,ぶた［ハム類］生ハム　促成　,247,24,16.6,0.5,0,0.5,2.8
1658,ぶた［ハム類］生ハム　長期熟成　,268,25.7,18.4,0,0,0,5.6
1659,ぶた［プレスハム類］プレスハム　,118,15.4,4.5,3.9,0,3.9,2.4
1660,ぶた［プレスハム類］チョップドハム　,135,11.7,4.2,12.7,0,12.7,2.5
1661,ぶた［ベーコン類］ベーコン　,405,12.9,39.1,0.3,0,0.3,2
1662,ぶた［ベーコン類］ロースベーコン　,211,16.8,14.6,3.2,0,3.2,2.2
1663,ぶた［ベーコン類］ショルダーベーコン　,186,17.2,11.9,2.5,0,2.5,2.4
1664,ぶた［ソーセージ類］ウインナーソーセージ　,321,13.2,28.5,3,0,3,1.9
1665,ぶた［ソーセージ類］セミドライソーセージ　,339,15.4,29.7,2.6,0,2.6,2.8
1666,ぶた［ソーセージ類］ドライソーセージ　,497,25.4,43,2.1,0,2.1,3.6
1667,ぶた［ソーセージ類］フランクフルトソーセージ　,298,12.7,24.7,6.2,0,6.2,1.9
1668,ぶた［ソーセージ類］ボロニアソーセージ　,251,12.5,21,2.9,0,2.9,2.1
1669,ぶた［ソーセージ類］リオナソーセージ　,192,14.9,13.1,3.7,0,3.7,2.3
1670,ぶた［ソーセージ類］レバーソーセージ　,368,14.7,33.5,1.9,0,1.9,1.7
1671,ぶた［ソーセージ類］混合ソーセージ　,270,11.8,22.7,4.7,0,4.7,2.2
1672,ぶた［ソーセージ類］生ソーセージ　,279,14,24.4,0.8,0,0.8,1.7
1673,ぶた［その他］焼き豚　,172,19.4,8.2,5.1,0,5.1,2.4
1674,ぶた［その他］レバーペースト　,378,12.9,34.7,3.6,0,3.6,2.2
1675,ぶた［その他］スモークレバー　,198,29.6,7.7,2.6,0,2.6,1.8
1676,ぶた［その他］ゼラチン　,344,87.6,0.3,0,0,0,0.7
1677,めんよう［マトン］ロース　脂身つき　生　,225,19.8,15,0.2,0,0.2,0.2
1678,めんよう［マトン］ロース　脂身つき　焼き　,358,28.9,24.9,0.2,0,0.2,0.2
1680,めんよう［マトン］もも　脂身つき　生　,224,18.8,15.3,0.1,0,0.1,0.1
1681,めんよう［ラム］かた　脂身つき　生　,233,17.1,17.1,0.1,0,0.1,0.2
1682,めんよう［ラム］ロース　脂身つき　生　,310,15.6,25.9,0.2,0,0.2,0.2
1683,めんよう［ラム］ロース　脂身つき　焼き　,388,21.8,31.4,0.2,0,0.2,0.2
1685,めんよう［ラム］もも　脂身つき　生　,198,20,12,0.3,0,0.3,0.2
1686,めんよう［ラム］もも　脂身つき　焼き　,312,28.6,20.3,0.3,0,0.3,0.2
1687,めんよう　混合プレスハム　,107,14.4,4.1,3,0,3,2.2
1688,やぎ　肉　赤肉　生　,107,21.9,1.5,0.2,0,0.2,0.1
1689,うずら　肉　皮つき　生　,208,20.5,12.9,0.1,0,0.1,0.1
1690,がちょう　フォアグラ　ゆで　,510,8.3,49.9,1.5,0,1.5,0.1
1691,かも　まがも　肉　皮なし　生　,128,23.6,3,0.1,0,0.1,0.2
1692,かも　あいがも　肉　皮つき　生　,333,14.2,29,0.1,0,0.1,0.2
1693,かも　あひる　肉　皮つき　生　,250,14.9,19.8,0.1,0,0.1,0.2
1694,かも　あひる　肉　皮なし　生　,106,20.1,2.2,0.2,0,0.2,0.2
1695,かも　あひる　皮　生　,462,7.3,45.8,0,0,0,0.1
1696,きじ　肉　皮なし　生　,108,23,1.1,0.1,0,0.1,0.1
1697,しちめんちょう　肉　皮なし　生　,106,23.5,0.7,0.1,0,0.1,0.1
1698,すずめ　肉　骨・皮つき　生　,132,18.1,5.9,0.1,0,0.1,0.2
1699,にわとり［成鶏肉］手羽　皮つき　生　,195,23,10.4,0,0,0,0.1
1700,にわとり［成鶏肉］むね　皮つき　生　,244,19.5,17.2,0,0,0,0.1
1701,にわとり［成鶏肉］むね　皮なし　生　,121,24.4,1.9,0,0,0,0.1
1702,にわとり［成鶏肉］もも　皮つき　生　,253,17.3,19.1,0,0,0,0.1
1703,にわとり［成鶏肉］もも　皮なし　生　,138,22,4.8,0,0,0,0.1
1704,にわとり［成鶏肉］ささ身　生　,114,24.6,1.1,0,0,0,0.1
1705,にわとり［若鶏肉］手羽　皮つき　生　,210,17.8,14.3,0,0,0,0.2
